Date,Time,Temperature,Humidity
1/30/2022,12:00:16,72.50°F,21.60%
1/30/2022,12:00:19,72.50°F,21.60%
1/30/2022,12:00:22,72.50°F,21.60%
1/30/2022,12:00:25,72.68°F,21.60%
1/30/2022,12:00:28,72.50°F,21.60%
,,,
1/30/2022,13:00:02,-1766.20°F,-999.00%
1/30/2022,13:00:05,-1766.20°F,-999.00%
1/30/2022,13:00:08,72.50°F,21.80%
1/30/2022,13:00:11,72.32°F,22.00%
1/30/2022,13:00:14,72.32°F,22.00%
1/30/2022,13:00:17,72.32°F,22.00%
1/30/2022,13:00:20,72.32°F,22.00%
1/30/2022,13:00:23,72.32°F,22.00%
1/30/2022,13:00:26,72.32°F,21.90%
1/30/2022,13:00:29,72.32°F,22.00%
,,,
1/30/2022,14:00:01,-1766.20°F,-999.00%
1/30/2022,14:00:04,-1766.20°F,-999.00%
1/30/2022,14:00:07,73.22°F,22.90%
1/30/2022,14:00:10,73.22°F,23.20%
1/30/2022,14:00:13,73.04°F,23.10%
1/30/2022,14:00:16,73.22°F,23.10%
1/30/2022,14:00:19,73.22°F,23.10%
1/30/2022,14:00:22,73.04°F,23.10%
1/30/2022,14:00:25,73.22°F,23.10%
1/30/2022,14:00:28,73.22°F,23.10%
,,,
1/30/2022,15:00:02,-1766.20°F,-999.00%
1/30/2022,15:00:05,-1766.20°F,-999.00%
1/30/2022,15:00:08,72.86°F,22.70%
1/30/2022,15:00:11,72.68°F,22.90%
1/30/2022,15:00:14,72.68°F,23.00%
1/30/2022,15:00:17,72.68°F,22.90%
1/30/2022,15:00:20,72.68°F,22.90%
1/30/2022,15:00:23,72.68°F,22.90%
1/30/2022,15:00:26,72.68°F,22.90%
1/30/2022,15:00:29,72.86°F,23.00%
,,,
1/30/2022,16:00:01,-1766.20°F,-999.00%
1/30/2022,16:00:04,-1766.20°F,-999.00%
1/30/2022,16:00:07,73.22°F,21.60%
1/30/2022,16:00:10,73.22°F,21.90%
1/30/2022,16:00:13,73.22°F,21.80%
1/30/2022,16:00:16,73.22°F,21.80%
1/30/2022,16:00:19,73.04°F,21.50%
1/30/2022,16:00:22,73.04°F,21.80%
1/30/2022,16:00:25,73.22°F,21.80%
1/30/2022,16:00:28,73.22°F,21.80%
,,,
1/30/2022,17:00:02,-1766.20°F,-999.00%
1/30/2022,17:00:05,-1766.20°F,-999.00%
1/30/2022,17:00:08,73.58°F,20.90%
1/30/2022,17:00:11,73.40°F,21.20%
1/30/2022,17:00:14,73.40°F,21.10%
1/30/2022,17:00:17,73.40°F,21.20%
1/30/2022,17:00:20,73.40°F,21.10%
1/30/2022,17:00:23,73.40°F,21.10%
1/30/2022,17:00:26,73.40°F,21.20%
1/30/2022,17:00:29,73.40°F,21.10%
,,,
1/30/2022,18:00:01,-1766.20°F,-999.00%
1/30/2022,18:00:04,-1766.20°F,-999.00%
1/30/2022,18:00:07,73.22°F,22.90%
1/30/2022,18:00:10,73.22°F,23.20%
1/30/2022,18:00:13,73.22°F,23.20%
1/30/2022,18:00:16,73.04°F,23.00%
1/30/2022,18:00:19,73.04°F,23.10%
1/30/2022,18:00:22,73.22°F,23.10%
1/30/2022,18:00:25,73.22°F,23.10%
1/30/2022,18:00:28,73.22°F,23.00%
,,,
1/30/2022,19:00:02,-1766.20°F,-999.00%
1/30/2022,19:00:05,-1766.20°F,-999.00%
1/30/2022,19:00:08,73.40°F,24.10%
1/30/2022,19:00:11,73.40°F,24.20%
1/30/2022,19:00:14,73.22°F,24.20%
1/30/2022,19:00:17,73.22°F,24.20%
1/30/2022,19:00:20,73.40°F,24.20%
1/30/2022,19:00:23,73.22°F,24.20%
1/30/2022,19:00:26,73.40°F,24.30%
1/30/2022,19:00:29,73.40°F,24.30%
,,,
1/30/2022,20:00:01,-1766.20°F,-999.00%
1/30/2022,20:00:04,-1766.20°F,-999.00%
1/30/2022,20:00:07,73.04°F,23.90%
1/30/2022,20:00:10,72.86°F,24.10%
1/30/2022,20:00:13,72.86°F,24.00%
1/30/2022,20:00:16,72.86°F,24.10%
1/30/2022,20:00:19,72.86°F,24.20%
1/30/2022,20:00:22,72.86°F,24.10%
1/30/2022,20:00:25,72.86°F,24.00%
1/30/2022,20:00:28,72.86°F,24.00%
